crop1,crop2,source,type,Reason,Sens
Aubergine,"Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
Aubergine,Radis,28,+,,
Aubergine,Laitue (Salade),28,+,,
"Courge, Citrouille, Potiron",Radis,28,+,,
"Courge, Citrouille, Potiron",Maïs,28,+,,
"Courge, Citrouille, Potiron",Oignon,28,+,,
"Courge, Citrouille, Potiron","Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
"Courge, Citrouille, Potiron","Choux (cabus, fleur, chinois, milan, frisé, rave)",28,+,,
Concombre,Maïs,28,+,,
Concombre,Laitue (Salade),28,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
Concombre,Céleris (branche & rave),28,+,,
Concombre,Pois,28,+,,
Concombre,Carotte,28,+,,
Concombre,Fenouil,28,+,,
Concombre,Oignon,28,+,,
Concombre,Aneth,28,+,,
Cornichon,Maïs,28,+,,
Cornichon,Laitue (Salade),28,+,,
Cornichon,"Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
Cornichon,Céleris (branche & rave),28,+,,
Cornichon,Pois,28,+,,
Cornichon,Carotte,28,+,,
Cornichon,Fenouil,28,+,,
Cornichon,Oignon,28,+,,
Cornichon,Aneth,28,+,,
Fraise,Ail,28,+,,
Fraise,Laitue (Salade),28,+,,
Fraise,Epinard,28,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
Fraise,Thym,28,+,,
Fraise,Radis,28,+,,
Fraise,Mâche,28,+,,
Fraise,Carotte,28,+,,
Fraise,Oignon,28,+,,
Fraise,Bourrache,28,+,,
Tomate,Echalote,28,+,,
Tomate,Persil,28,+,,
Tomate,Basilic,28,+,,
Tomate,Ail,28,+,,
Tomate,Epinard,28,+,,
Tomate,Asperge,28,+,,
Tomate,Carotte,28,+,,
Tomate,Mâche,28,+,,
Tomate,Oignon,28,+,,
Tomate,Céleris (branche & rave),28,+,,
Tomate,Ciboulette,28,+,,
Tomate,Panais,28,+,,
Tomate,Poireau,28,+,,
Tomate,Laitue (Salade),28,+,,
Tomate,Roquette,28,+,,
Tomate,Groseille,28,+,,
Poivron,Tomate,28,+,,
Poivron,Courgette,28,+,,
Poivron,Aubergine,28,+,,
Poivron,Ail,28,+,,
Poivron,Oignon,28,+,,
Poivron,Thym,28,+,,
Poivron,Basilic,28,+,,
Poivron,Carotte,28,+,,
Poivron,"Choux (cabus, fleur, chinois, milan, frisé, rave)",28,+,,
Fève & Fèverole,Laitue (Salade),27,+,,
Fève & Fèverole,Pomme de terre,27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Aubergine,27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Carotte,27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Céleris (branche & rave),27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)","Choux (cabus, fleur, chinois, milan, frisé, rave)",27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Cucurbitaceae,27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Epinard,27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Fraise,27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Navet,27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Poireau,27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Sarriette,27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Soucis,27,+,,
Pois,Asperge,27,+,,
Pois,Carotte,27,+,,
Pois,Céleris (branche & rave),27,+,,
Pois,"Choux (cabus, fleur, chinois, milan, frisé, rave)",27,+,,
Pois,Cucurbitaceae,27,+,,
Pois,"Haricots (à rame, à grain, blancs, violets, nains)",27,+,,
Pois,Laitue (Salade),27,+,,
Pois,Maïs,27,+,,
Pois,Navet,27,+,,
Pois,Pomme de terre,27,+,,
Pois,Radis,27,+,,
Pois,Sarriette,27,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Carotte,26,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Aubergine,26,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Soucis,26,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,26,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Romarin,26,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,26,+,,
Pois,Radis,26,+,,
Pois,Carotte,26,+,,
Pois,Concombre,26,+,,
Pois,Maïs,26,+,,
Pois,Aubergine,26,+,,
Pois,"Haricots (à rame, à grain, blancs, violets, nains)",26,+,,
Pois,Fève & Fèverole,26,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Fenouil,26,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Betterave,26,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Poireau,26,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Oignon,26,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Ail,26,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Ciboulette,26,-,,
Pois,Fraise,26,-,,
Pois,Fenouil,26,-,,
Pois,Poireau,26,-,,
Pois,Oignon,26,-,,
Pois,Ail,26,-,,
Pois,Ciboulette,26,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Ail,27,-,,
"Haricots (à rame, à grain, blancs, violets, nains)","Blettes (bettes, cardes, poirées…)",27,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Betterave,27,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Echalote,27,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Fenouil,27,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Oignon,27,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Tomate,27,-,,
Pois,Ail,27,-,,
Pois,Echalote,27,-,,
Pois,Oignon,27,-,,
Pois,Persil,27,-,,
Fève & Fèverole,Sarriette,28,+,,
Fève & Fèverole,Aneth,28,+,,
Fève & Fèverole,Artichaut,28,+,,
Fève & Fèverole,Céleris (branche & rave),28,+,,
Fève & Fèverole,Laitue (Salade),28,+,,
Fève & Fèverole,Maïs,28,+,,
Fève & Fèverole,Pomme de terre,28,+,,
Fève & Fèverole,Epinard,28,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,28,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Sarriette,28,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,28,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Fraise,28,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Carotte,28,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Concombre,28,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Epinard,28,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Concombre,28,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),28,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Céleris (branche & rave),28,+,,
"Haricots (à rame, à grain, blancs, violets, nains)","Choux (cabus, fleur, chinois, milan, frisé, rave)",28,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Fraise,28,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,28,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,28,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,28,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Tomate,28,+,,
Pois,"Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
Pois,Carotte,28,+,,
Pois,"Choux (cabus, fleur, chinois, milan, frisé, rave)",28,+,,
Pois,Radis,28,+,,
Pois,Céleris (branche & rave),28,+,,
Pois,Navet,28,+,,
Pois,Pomme de terre,28,+,,
Pois,Concombre,28,+,,
Pois,Maïs,28,+,,
Pois,Epinard,28,+,,
Pois,Laitue (Salade),28,+,,
Pois,Fenouil,28,-,,
Pois,Ail,28,-,,
Pois,Echalote,28,-,,
Pois,Oignon,28,-,,
Pois,Poireau,28,-,,
Pois,Fève & Fèverole,28,-,,
Pois,Persil,28,-,,
Pois,Tomate,28,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Ail,28,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Oignon,28,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Poireau,28,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,28,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Chou-rave,28,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Fenouil,28,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Echalote,28,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Ciboulette,28,-,,
Fève & Fèverole,Ail,28,-,,
Fève & Fèverole,Oignon,28,-,,
Fève & Fèverole,Echalote,28,-,,
Fève & Fèverole,Poireau,28,-,,
Fève & Fèverole,Pois,28,-,,
Raifort,Pomme de terre,26,+,,
Raifort,Pomme,26,+,,
Raifort,Pêche,26,+,,
Raifort,Prune,26,+,,
Raifort,Abricot,26,+,,
Raifort,"Haricots (à rame, à grain, blancs, violets, nains)",26,-,,
Raifort,Fève & Fèverole,26,-,,
Basilic,Tomate,26,+,,
Basilic,Persil,26,+,,
Basilic,Soucis,26,+,,
Basilic,Vigne,26,+,,
Basilic,Rue,26,-,,
Basilic,Sauge,26,-,,
Basilic,Framboise,26,-,,
Basilic,Cucurbitaceae,27,+,,
Basilic,Rue,27,-,,
Basilic,Tomate,28,+,,
Basilic,Concombre,28,+,,
Basilic,Courgette,28,+,,
Basilic,Fenouil,28,+,,
Ail,Fève & Fèverole,25,-,,
Ail,"Haricots (à rame, à grain, blancs, violets, nains)",25,-,,
Ail,Poireau,25,-,,
Ail,Pois,25,-,,
Aubergine,Oignon,25,-,,
Aubergine,Pomme de terre,25,-,,
Aubergine,Tomate,25,-,,
Betterave,"Blettes (bettes, cardes, poirées…)",25,-,,
Betterave,Epinard,25,-,,
Betterave,Poireau,25,-,,
Betterave,Poivron,25,-,,
Betterave,Piment,25,-,,
Betterave,Pomme de terre,25,-,,
Betterave,Tomate,25,-,,
"Blettes (bettes, cardes, poirées…)",Epinard,25,-,,
"Blettes (bettes, cardes, poirées…)",Poireau,25,-,,
"Blettes (bettes, cardes, poirées…)",Tomate,25,-,,
Carotte,Fenouil,25,-,,
Carotte,Pomme de terre,25,-,,
Céleris (branche & rave),Scarole,25,-,,
Céleris (branche & rave),Laitue (Salade),25,-,,
Céleris (branche & rave),Maïs,25,-,,
Scarole,Fenouil,25,-,,
Scarole,Laitue (Salade),25,-,,
Scarole,Navet,25,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Echalote,25,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fenouil,25,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Maïs,25,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Navet,25,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Poireau,25,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Roquette,25,-,,
Concombre,"Courge, Citrouille, Potiron",25,-,,
Concombre,Courgette,25,-,,
Concombre,Melon,25,-,,
Concombre,Navet,25,-,,
Concombre,Poireau,25,-,,
Concombre,Pomme de terre,25,-,,
"Courge, Citrouille, Potiron",Courgette,25,-,,
"Courge, Citrouille, Potiron",Fenouil,25,-,,
"Courge, Citrouille, Potiron",Pomme de terre,25,-,,
"Courge, Citrouille, Potiron",Radis,25,-,,
"Courge, Citrouille, Potiron",Tomate,25,-,,
Courgette,Fenouil,25,-,,
Courgette,Melon,25,-,,
Courgette,Pomme de terre,25,-,,
Courgette,Radis,25,-,,
Courgette,Tomate,25,-,,
Cresson,Laitue (Salade),25,-,,
Cresson,Roquette,25,-,,
Echalote,Fenouil,25,-,,
Echalote,Fève & Fèverole,25,-,,
Echalote,"Haricots (à rame, à grain, blancs, violets, nains)",25,-,,
Echalote,Poireau,25,-,,
Echalote,Pois,25,-,,
Epinard,Fenouil,25,-,,
Epinard,Mâche,25,-,,
Epinard,Poivron,25,-,,
Epinard,Piment,25,-,,
Fenouil,Fève & Fèverole,25,-,,
Fenouil,"Haricots (à rame, à grain, blancs, violets, nains)",25,-,,
Fenouil,Laitue (Salade),25,-,,
Fenouil,Melon,25,-,,
Fenouil,Navet,25,-,,
Fenouil,Oignon,25,-,,
Fenouil,Panais,25,-,,
Fenouil,Pois,25,-,,
Fenouil,Poivron,25,-,,
Fenouil,Piment,25,-,,
Fenouil,Pomme de terre,25,-,,
Fenouil,Radis,25,-,,
Fenouil,Tomate,25,-,,
Fenouil,Coriandre,25,-,,
Fenouil,Persil,25,-,,
Fève & Fèverole,Oignon,25,-,,
Fève & Fèverole,Poireau,25,-,,
Fève & Fèverole,Pois,25,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Oignon,25,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Poireau,25,-,,
"Haricots (à rame, à grain, blancs, violets, nains)",Ciboulette,25,-,,
Laitue (Salade),Mâche,25,-,,
Laitue (Salade),Maïs,25,-,,
Laitue (Salade),Panais,25,-,,
Laitue (Salade),Persil,25,-,,
Maïs,Oignon,25,-,,
Melon,Pomme de terre,25,-,,
Navet,Poireau,25,-,,
Navet,Radis,25,-,,
Navet,Roquette,25,-,,
Oignon,Pois,25,-,,
Oignon,Pomme de terre,25,-,,
Panais,Pois,25,-,,
Poireau,Pois,25,-,,
Pois,Poivron,25,-,,
Pois,Piment,25,-,,
Pois,Tomate,25,-,,
Pois,Persil,25,-,,
Poivron,Pomme de terre,25,-,,
Piment,Pomme de terre,25,-,,
Pomme de terre,Tomate,25,-,,
Radis,Roquette,25,-,,
Radis,Ciboulette,25,-,,
Fraise,Carotte,25,-,,
Fraise,"Choux (cabus, fleur, chinois, milan, frisé, rave)",25,-,,
Fraise,Pois,25,-,,
Aneth,Carotte,25,-,,
Aneth,Panais,25,-,,
Ciboulette,"Choux (cabus, fleur, chinois, milan, frisé, rave)",25,-,,
Ciboulette,"Haricots (à rame, à grain, blancs, violets, nains)",25,-,,
Ciboulette,Pois,25,-,,
Ciboulette,Radis,25,-,,
Coriandre,Fenouil,25,-,,
Persil,Ail,25,-,,
Persil,Scarole,25,-,,
Persil,Laitue (Salade),25,-,,
Persil,Panais,25,-,,
Persil,Poireau,25,-,,
Sauge,Concombre,25,-,,
Sauge,Coriandre,25,-,,
Navet,Sarriette,25,-,,
Ail,"Choux (cabus, fleur, chinois, milan, frisé, rave)",1,-,,2→1
Ail,"Haricots (à rame, à grain, blancs, violets, nains)",1,-,,2→1
Ail,Pois,1,-,,2→1
Ail,Soucis,1,-,,2→1
Ail,Pomme de terre,1,-,,2→1
Asperge,Ail,1,-,,2→1
Asperge,Betterave,1,-,,2→1
Asperge,Oignon,1,-,,2→1
Aubergine,Pomme de terre,1,-,,2→1
Aubergine,Marjolaine,1,-,,2→1
Betterave,Asperge,1,-,,2→1
Betterave,"Haricots (à rame, à grain, blancs, violets, nains)",1,-,,2→1
Betterave,Poireau,1,-,,2→1
Betterave,Tomate,1,-,,2→1
Carotte,Betterave,1,-,,2→1
Carotte,"Blettes (bettes, cardes, poirées…)",1,-,,2→1
Carotte,Pomme de terre,1,-,,2→1
Céleris (branche & rave),Laitue (Salade),1,-,,2→1
Céleris (branche & rave),Maïs,1,-,,2→1
Céleris (branche & rave),Persil,1,-,,2→1
Chicorée,"Choux (cabus, fleur, chinois, milan, frisé, rave)",1,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Chicorée,1,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fenouil,1,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Oignon,1,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Panais,1,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)","Choux (cabus, fleur, chinois, milan, frisé, rave)",1,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Ail,1,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Poireau,1,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Radis,1,-,,2→1
Chou-rave,Chicorée,1,-,,2→1
Chou-rave,Fenouil,1,-,,2→1
Chou-rave,Fraise,1,-,,2→1
Chou-rave,Radis,1,-,,2→1
Ciboulette,Menthe,1,-,,2→1
"Courge, Citrouille, Potiron",Radis,1,-,,2→1
"Courge, Citrouille, Potiron",Concombre,1,-,,2→1
Courgette,Radis,1,-,,2→1
Courgette,Concombre,1,-,,2→1
Epinard,Betterave,1,-,,2→1
Epinard,"Blettes (bettes, cardes, poirées…)",1,-,,2→1
Fenouil,"Choux (cabus, fleur, chinois, milan, frisé, rave)",1,-,,2→1
Fenouil,"Haricots (à rame, à grain, blancs, violets, nains)",1,-,,2→1
Fenouil,Panais,1,-,,2→1
Fenouil,Tomate,1,-,,2→1
Fraise,"Choux (cabus, fleur, chinois, milan, frisé, rave)",1,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Ail,1,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Betterave,1,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Echalote,1,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Fenouil,1,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Oignon,1,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)","Blettes (bettes, cardes, poirées…)",1,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Tomate,1,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,1,-,,2→1
Laitue (Salade),Persil,1,-,,2→1
Laitue (Salade),Tournesol,1,-,,2→1
Laitue (Salade),Céleris (branche & rave),1,-,,2→1
Mâche,Betterave,1,-,,2→1
Mâche,Céleris (branche & rave),1,-,,2→1
Mâche,Pomme de terre,1,-,,2→1
Maïs,Betterave,1,-,,2→1
Maïs,Céleris (branche & rave),1,-,,2→1
Maïs,Pomme de terre,1,-,,2→1
Menthe,"Choux (cabus, fleur, chinois, milan, frisé, rave)",1,-,,2→1
Menthe,Ciboulette,1,-,,2→1
Menthe,Oignon,1,-,,2→1
Menthe,Poireau,1,-,,2→1
Menthe,Radis,1,-,,2→1
Menthe,Laitue (Salade),1,-,,2→1
Menthe,Tomate,1,-,,2→1
Oignon,"Choux (cabus, fleur, chinois, milan, frisé, rave)",1,-,,2→1
Oignon,"Haricots (à rame, à grain, blancs, violets, nains)",1,-,,2→1
Oignon,Pois,1,-,,2→1
Oignon,Pomme de terre,1,-,,2→1
Oignon,Menthe,1,-,,2→1
Panais,Fenouil,1,-,,2→1
Persil,Laitue (Salade),1,-,,2→1
Persil,Pois,1,-,,2→1
Persil,Poireau,1,-,,2→1
Poireau,Betterave,1,-,,2→1
Poireau,"Choux (cabus, fleur, chinois, milan, frisé, rave)",1,-,,2→1
Poireau,Persil,1,-,,2→1
Poireau,"Blettes (bettes, cardes, poirées…)",1,-,,2→1
Poireau,Pois,1,-,,2→1
Poireau,Menthe,1,-,,2→1
"Blettes (bettes, cardes, poirées…)",Asperge,1,-,,2→1
"Blettes (bettes, cardes, poirées…)",Poireau,1,-,,2→1
"Blettes (bettes, cardes, poirées…)",Tomate,1,-,,2→1
Pois,Ail,1,-,,2→1
Pois,Echalote,1,-,,2→1
Pois,Oignon,1,-,,2→1
Pois,Poireau,1,-,,2→1
Pois,Persil,1,-,,2→1
Pomme de terre,Aubergine,1,-,,2→1
Pomme de terre,Concombre,1,-,,2→1
Pomme de terre,Maïs,1,-,,2→1
Pomme de terre,Oignon,1,-,,2→1
Pomme de terre,Cornichon,1,-,,2→1
Pomme de terre,Tomate,1,-,,2→1
Radis,"Choux (cabus, fleur, chinois, milan, frisé, rave)",1,-,,2→1
Radis,"Courge, Citrouille, Potiron",1,-,,2→1
Radis,"Haricots (à rame, à grain, blancs, violets, nains)",1,-,,2→1
Radis,Menthe,1,-,,2→1
Rutabaga,Basilic,1,-,,2→1
Laitue (Salade),Menthe,1,-,,2→1
Tomate,"Blettes (bettes, cardes, poirées…)",1,-,,2→1
Tomate,Pois,1,-,,2→1
Tomate,Pomme de terre,1,-,,2→1
Tomate,"Haricots (à rame, à grain, blancs, violets, nains)",1,-,,2→1
Tomate,Menthe,1,-,,2→1
Pomme de terre,Tomate,2,-,,2→1
Pomme de terre,Romarin,2,-,,2→1
Pomme de terre,Menthe,2,-,,2→1
Pomme de terre,Thym,2,-,,2→1
Pomme de terre,Camomille,2,-,,2→1
Fraise,"Choux (cabus, fleur, chinois, milan, frisé, rave)",2,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Epinard,2,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Fenouil,2,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Oignon,2,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Echalote,2,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Ail,2,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Glaïeuls,2,-,,2→1
Pois,Oignon,2,-,,2→1
Pois,Ail,2,-,,2→1
Pois,Rue,2,-,,2→1
Tomate,Fenouil,2,-,,2→1
Tomate,Chou-rave,2,-,,2→1
Laitue (Salade),Persil,2,-,,2→1
Oignon,"Haricots (à rame, à grain, blancs, violets, nains)",2,-,,2→1
Oignon,"Choux (cabus, fleur, chinois, milan, frisé, rave)",2,-,,2→1
Betterave,Epinard,3,-,,2→1
Betterave,"Haricots (à rame, à grain, blancs, violets, nains)",3,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fraise,3,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Ail,3,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Oignon,3,-,,2→1
Concombre,Tomate,3,-,,2→1
Concombre,Pomme de terre,3,-,,2→1
Concombre,Courgette,3,-,,2→1
Pomme de terre,Oignon,3,-,,2→1
Pomme de terre,Aubergine,3,-,,2→1
Ail,Pois,4,-,,2→1
Ail,"Haricots (à rame, à grain, blancs, violets, nains)",4,-,,2→1
Ail,"Choux (cabus, fleur, chinois, milan, frisé, rave)",4,-,,2→1
Ail,Oignon,4,-,,2→1
Asperge,Oignon,4,-,,2→1
Betterave,"Haricots (à rame, à grain, blancs, violets, nains)",4,-,,2→1
Brocoli,Laitue (Salade),4,-,,2→1
Brocoli,Fraise,4,-,,2→1
Brocoli,Tomate,4,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Vigne,4,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fraise,4,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,4,-,,2→1
Carotte,Aneth,4,-,,2→1
Céleris (branche & rave),Laitue (Salade),4,-,,2→1
Céleris (branche & rave),Persil,4,-,,2→1
"Courge, Citrouille, Potiron",Pomme de terre,4,-,,2→1
Concombre,Rue,4,-,,2→1
Concombre,Sauge,4,-,,2→1
"Courge, Citrouille, Potiron",Pomme de terre,4,-,,2→1
Fève & Fèverole,Ciboulette,4,-,,2→1
Fève & Fèverole,Fenouil,4,-,,2→1
Fève & Fèverole,Ail,4,-,,2→1
Fève & Fèverole,Poireau,4,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Ciboulette,4,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Fenouil,4,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Ail,4,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Poireau,4,-,,2→1
Oignon,Fève & Fèverole,4,-,,2→1
Oignon,"Haricots (à rame, à grain, blancs, violets, nains)",4,-,,2→1
Oignon,Pois,4,-,,2→1
Piment,Fenouil,4,-,,2→1
Poireau,Betterave,4,-,,2→1
Poireau,"Choux (cabus, fleur, chinois, milan, frisé, rave)",4,-,,2→1
Poireau,Fève & Fèverole,4,-,,2→1
Poireau,"Haricots (à rame, à grain, blancs, violets, nains)",4,-,,2→1
Poireau,Brocoli,4,-,,2→1
Pomme de terre,Pomme,4,-,,2→1
Pomme de terre,"Courge, Citrouille, Potiron",4,-,,2→1
Pomme de terre,Tomate,4,-,,2→1
Radis,Vigne,4,-,,2→1
Radis,Hysope,4,-,,2→1
Tomate,Fenouil,4,-,,2→1
Tomate,Pomme de terre,4,-,,2→1
Tomate,"Choux (cabus, fleur, chinois, milan, frisé, rave)",4,-,,2→1
Ail,Asperge,6,-,,2→1
Ail,Pois,6,-,,2→1
Ail,"Haricots (à rame, à grain, blancs, violets, nains)",6,-,,2→1
Ail,"Choux (cabus, fleur, chinois, milan, frisé, rave)",6,-,,2→1
Ail,Fève & Fèverole,6,-,,2→1
Ail,Poireau,6,-,,2→1
Ail,Soucis,6,-,,2→1
Asperge,Radis,6,-,,2→1
Asperge,Moutarde,6,-,,2→1
Asperge,"Choux (cabus, fleur, chinois, milan, frisé, rave)",6,-,,2→1
Asperge,Betterave,6,-,,2→1
Asperge,Ail,6,-,,2→1
Aubergine,Betterave,6,-,,2→1
Aubergine,Pomme de terre,6,-,,2→1
Aubergine,Oignon,6,-,,2→1
Betterave,Asperge,6,-,,2→1
Betterave,Tomate,6,-,,2→1
Betterave,Poireau,6,-,,2→1
Betterave,Epinard,6,-,,2→1
Betterave,Pomme de terre,6,-,,2→1
Betterave,Carotte,6,-,,2→1
"Blettes (bettes, cardes, poirées…)",Pomme de terre,6,-,,2→1
"Blettes (bettes, cardes, poirées…)",Poireau,6,-,,2→1
"Blettes (bettes, cardes, poirées…)",Tomate,6,-,,2→1
Capucine,"Courge, Citrouille, Potiron",6,-,,2→1
Capucine,Courgette,6,-,,2→1
Carotte,Betterave,6,-,,2→1
Carotte,Aneth,6,-,,2→1
Carotte,"Blettes (bettes, cardes, poirées…)",6,-,,2→1
Carotte,Pomme de terre,6,-,,2→1
Carotte,"Blettes (bettes, cardes, poirées…)",6,-,,2→1
Carotte,Menthe,6,-,,2→1
Céleris (branche & rave),Laitue (Salade),6,-,,2→1
Céleris (branche & rave),Pomme de terre,6,-,,2→1
Céleris (branche & rave),Maïs,6,-,,2→1
Céleris (branche & rave),Persil,6,-,,2→1
Cerfeuil,"Choux (cabus, fleur, chinois, milan, frisé, rave)",6,-,,2→1
